"filename", "language", "Markdown", "JavaScript", "TypeScript", "JSON with Comments", "JSON", "XML", "TypeScript JSX", "CSS", "comment", "blank", "total"
"/Users/kaan/Desktop/WedyPlan/app/(couple)/proposals/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(couple)/requests/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(couple)/settings/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(couple)/timeline/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(couple)/vault/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(couple)/vendors/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(couple)/website/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/assistant/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/automation/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/bi/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/calendar/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/campaigns/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/contracts/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/crm/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 8
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/dashboard/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/executive/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/finance/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/integrations/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/inventory/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/leads/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/marketplace/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/media/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/mobile/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/onboarding/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/profile/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/proposals/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/reviews/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/security/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/settings/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/subscription/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"/Users/kaan/Desktop/WedyPlan/app/(vendor)/vendor/support/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
